"This rule no longer exists.","Ta reguła już nie istnieje.",module,Dotdigitalgroup_Email
Rules,Reguły,module,Dotdigitalgroup_Email
"Rules ",Reguły,module,Dotdigitalgroup_Email
"Exclusion Rules","Zasady wykluczeń",module,Dotdigitalgroup_Email
"Rule already exist for website ' . . '. You can only have one rule per website.","Reguła już istnieje dla strony internetowej "". . "". Możesz mieć tylko jedną regułę na stronę.",module,Dotdigitalgroup_Email
"The rule has been saved.","Reguła została zapisana.",module,Dotdigitalgroup_Email
Done.,Gotowe.,module,Dotdigitalgroup_Email
Wishlists,Ulubione,module,Dotdigitalgroup_Email
"Wishlist Report","Raport z listy Ulubionych",module,Dotdigitalgroup_Email
"An error occurred while saving your subscription preferences.","Wystąpił błąd podczas zapisywania preferencji subskrypcji.",module,Dotdigitalgroup_Email
"The subscription preferences has been saved.","Preferencje subskrypcji zostały zapisane.",module,Dotdigitalgroup_Email
"You are not authorised to view content of this page.","Nie masz uprawnień do przeglądania treści tej strony.",module,Dotdigitalgroup_Email
"Not Imported","Nie zaimportowane",module,Dotdigitalgroup_Email
Importing,Importowanie,module,Dotdigitalgroup_Email
Imported,Zaimportowany,module,Dotdigitalgroup_Email
Failed,Nieudane,module,Dotdigitalgroup_Email
is,jest,module,Dotdigitalgroup_Email
"is not","nie jest",module,Dotdigitalgroup_Email
"is empty","jest pusty",module,Dotdigitalgroup_Email
"equals or greater than","równy lub większy niż",module,Dotdigitalgroup_Email
"equals or less then","równa się lub mniejsza niż",module,Dotdigitalgroup_Email
"greater than","większy niż",module,Dotdigitalgroup_Email
"less than","mniej niż",module,Dotdigitalgroup_Email
contains,zawiera,module,Dotdigitalgroup_Email
"does not contains","nie zawiera",module,Dotdigitalgroup_Email
"Abandoned Cart Exclusion Rule","Reguła wykluczenia opuszczonych koszyków",module,Dotdigitalgroup_Email
"Review Email Exclusion Rule","Reguła wykluczenia dla e-mailów z opiniami",module,Dotdigitalgroup_Email
"Dotmailer connector API endpoint cannot be empty.","Punkt końcowy interfejsu API konektora Dotmailer nie może być pusty.",module,Dotdigitalgroup_Email
" ---- Default Option ----"," ---- Domyślna wartość ----",module,Dotdigitalgroup_Email
" -- Disabled --"," -- Wyłączony --",module,Dotdigitalgroup_Email
" Hour",Godzina,module,Dotdigitalgroup_Email
" Hours",Godziny,module,Dotdigitalgroup_Email
"15 Minutes","15 minut",module,Dotdigitalgroup_Email
"20 Minutes","20 minut",module,Dotdigitalgroup_Email
"25 Minutes","25 minut",module,Dotdigitalgroup_Email
"30 Minutes","30 minut",module,Dotdigitalgroup_Email
"40 Minutes","40 minut",module,Dotdigitalgroup_Email
"50 Minutes","50 minut",module,Dotdigitalgroup_Email
"60 Minutes","60 minut",module,Dotdigitalgroup_Email
String,"Ciąg znaków",module,Dotdigitalgroup_Email
Numeric,Numeryczny,module,Dotdigitalgroup_Email
Date,Data,module,Dotdigitalgroup_Email
Yes/No,Tak/Nie,module,Dotdigitalgroup_Email
Private,Prywatny,module,Dotdigitalgroup_Email
Public,Publiczny,module,Dotdigitalgroup_Email
"API Credentials Valid.","Dane autoryzacyjne API jest poprawne.",module,Dotdigitalgroup_Email
"Authorization has been denied for this request.","Odmówiono autoryzacji dla tego żądania.",module,Dotdigitalgroup_Email
"Expiration date","Termin ważności",module,Dotdigitalgroup_Email
"Generated By dotmailer","Wygenerowane przez dotmailer",module,Dotdigitalgroup_Email
"API valid","API poprawny",module,Dotdigitalgroup_Email
"Cron last execution","Ostatnie wykonanie Crona",module,Dotdigitalgroup_Email
"Dynamic content passcode","Kod dynamicznej zawartości",module,Dotdigitalgroup_Email
"Abandoned Cart limit time","Limit czasu dla porzuconych koszyków",module,Dotdigitalgroup_Email
"PHP Version","Wersja PHP",module,Dotdigitalgroup_Email
"PHP max execution time","PHP maksymalny czas wykonania",module,Dotdigitalgroup_Email
"Mode ",Tryb,module,Dotdigitalgroup_Email
"Magento Version ","Wersja Magento",module,Dotdigitalgroup_Email
"Connector Version ","Wersja konektora",module,Dotdigitalgroup_Email
"Select Log File:","Wybierz plik dziennika logów:",module,Dotdigitalgroup_Email
"Marketing Automation Log","Dziennik logów automatyzacji marketingu",module,Dotdigitalgroup_Email
"Magento System Log","Dziennik logów systemu Magento",module,Dotdigitalgroup_Email
"Magento Exception Log","Dziennik logów wyjątków Magento",module,Dotdigitalgroup_Email
"Magento Debug Log","Dziennik logów debugowania Magento",module,Dotdigitalgroup_Email
Reload,Przeładuj,module,Dotdigitalgroup_Email
"Websites View:","Widoki stron:",module,Dotdigitalgroup_Email
"Stores Configuration","Konfiguracja sklepów",module,Dotdigitalgroup_Email
"Please confirm scope switching. All data that hasn't been saved will be lost.","Potwierdź zmianę poziomu konfiguracji. Wszystkie niezapisane dane zostaną utracone.",module,Dotdigitalgroup_Email
"Click here for status","Kliknij tutaj, aby zobaczyć status",module,Dotdigitalgroup_Email
"PRODUCT STYLING PREVIEW","PRZEGLĄD STYLIZACJI PRODUKTU",module,Dotdigitalgroup_Email
"Product Name","Nazwa produktu",module,Dotdigitalgroup_Email
"COUPON STYLING PREVIEW","PRZEGLĄD STYLIZACJI KUPONÓW",module,Dotdigitalgroup_Email
DOT-XXX-XXX-XXX,DOT-XXX-XXX-XXX,module,Dotdigitalgroup_Email
Image,Obraz,module,Dotdigitalgroup_Email
Description,Opis,module,Dotdigitalgroup_Email
Quantity,Ilość,module,Dotdigitalgroup_Email
Total,Razem,module,Dotdigitalgroup_Email
"Total: ",Razem:,module,Dotdigitalgroup_Email
"Take Me To My Basket","Zabierz mnie do mojego koszyka",module,Dotdigitalgroup_Email
"Newsletter Preferences","Preferencje newslettera",module,Dotdigitalgroup_Email
"Additional Newsletter Subscriptions","Dodatkowe subskrypcje newsletterów",module,Dotdigitalgroup_Email
"Data Fields","Pola danych",module,Dotdigitalgroup_Email
"Leave a review","Zostaw recenzję",module,Dotdigitalgroup_Email
"View Now","Pokaż teraz",module,Dotdigitalgroup_Email
"Feefo Feedback","Feefo - Informacja zwrotna",module,Dotdigitalgroup_Email
"See what our customers say about us","Zobacz co nasi klienci mówią o nas",module,Dotdigitalgroup_Email
"Read Details","Przeczytaj szczegóły",module,Magento_AdminNotification
"Mark as Read","Oznacz jako przeczytane",module,Magento_AdminNotification
"Are you sure?","Czy na pewno tego chcesz?",module,Magento_AdminNotification
Remove,Usuń,module,Magento_AdminNotification
"Messages Inbox","Skrzynka odbiorcza",module,Magento_AdminNotification
"You have %1 new system messages","Masz nowe wiadomości systemowe: %1",module,Magento_AdminNotification
"You have %1 new system message","Masz %1 nową wiadomość systemową",module,Magento_AdminNotification
"Incoming Message","Nowa wiadomość",module,Magento_AdminNotification
close,zamknij,module,Magento_AdminNotification
Notifications,Powiadomienia,module,Magento_AdminNotification
"The message has been marked as Read.","Wiadomość została oznaczona jako przeczytana.",module,Magento_AdminNotification
"We couldn't mark the notification as Read because of an error.","Nie udało się oznaczyć powiadomienia jako przeczytane z powodu błędu.",module,Magento_AdminNotification
"Please select messages.","Wybierz wiadomości.",module,Magento_AdminNotification
"A total of %1 record(s) have been marked as Read.","W sumie %1 rekord(y) zostały oznaczone jako przeczytane.",module,Magento_AdminNotification
"Total of %1 record(s) have been removed.","W sumie %1 rekord(y) zostały usunięte.",module,Magento_AdminNotification
"We couldn't remove the messages because of an error.","Nie udało się usunąć wiadomości z powodu błędu.",module,Magento_AdminNotification
"The message has been removed.","Wiadomość została usunięta.",module,Magento_AdminNotification
"1 Hour","1 godz.",module,Magento_AdminNotification
"2 Hours","2 godz.",module,Magento_AdminNotification
"6 Hours","6 godz.",module,Magento_AdminNotification
"12 Hours","12 godz.",module,Magento_AdminNotification
"24 Hours","24 godz.",module,Magento_AdminNotification
critical,krytyczny,module,Magento_AdminNotification
major,ważne,module,Magento_AdminNotification
minor,drobne,module,Magento_AdminNotification
notice,informacja,module,Magento_AdminNotification
"Wrong message type","Nieprawidłowy typ wiadomości",module,Magento_AdminNotification
"Wrong notification ID specified.","Niepoprawny ID powiadomienia.",module,Magento_AdminNotification
"{{base_url}} is not recommended to use in a production environment to declare the Base Unsecure URL / Base Secure URL. We highly recommend changing this value in your Magento <a href=""%1"">configuration</a>.","Nie zaleca się używania {{base_url}} jako bazowego adresu URL w środowisku produkcyjnym. Radzimy zmianę tej wartości w <a href=""%1"">konfiguracji</a>.",module,Magento_AdminNotification
"One or more of the Cache Types are invalidated: %1. ","Istnieją nieaktualne pamięci podręczne: %1.",module,Magento_AdminNotification
"Please go to <a href=""%1"">Cache Management</a> and refresh cache types.","Przejdź do <a href=""%1"">strony zarządzania pamięciami podręcznymi</a> i odśwież je.",module,Magento_AdminNotification
"We were unable to synchronize one or more media files. Please refer to the log file for details.","Nie byliśmy w stanie zsynchronizować jednego lub więcej plików multimedialnych. Zajrzyj do pliku z logami po więcej szczegółów.",module,Magento_AdminNotification
"Synchronization of media storages has been completed.","Ukończono synchronizację przechowalni multimediów.",module,Magento_AdminNotification
"Your web server is set up incorrectly and allows unauthorized access to sensitive files. Please contact your hosting provider.","Twój serwer nie jest poprawnie skonfigurowany i pozwala na nieautoryzowany dostęp do wrażliwych plików. Skontaktuj się z dostawcą usług hostingowych.",module,Magento_AdminNotification
"System Messages:","Komunikaty systemowe:",module,Magento_AdminNotification
"Critical System Messages","Krytyczny komunikat systemowy",module,Magento_AdminNotification
"Major System Messages","Ważny komunikat systemowy",module,Magento_AdminNotification
"System messages","Komunikaty systemowe",module,Magento_AdminNotification
Close,Zamknij,module,Magento_AdminNotification
"See All (","Zobacz wszystkie (",module,Magento_AdminNotification
" unread)"," nieprzeczytane)",module,Magento_AdminNotification
"Please correct the data sent.","Proszę poprawić przesyłane dane.",module,Magento_AdvancedPricingImportExport
"Entity type model '%1' is not found","Nie znaleziono typu modelu '%1'",module,Magento_AdvancedPricingImportExport
"Entity type model must be an instance of \Magento\CatalogImportExport\Model\Export\Product\Type\AbstractType","Model obiektu musi być instancją \Magento\CatalogImportExport\Model\Export\Product\Type\AbstractType",module,Magento_AdvancedPricingImportExport
"There are no product types available for export","Brak rodzajów produktów możliwych do eksportu",module,Magento_AdvancedPricingImportExport
"Subscription status","Status subskrypcji",module,Magento_Analytics
"Sorry, there has been an error processing your request. Please try again later.","Niestety, nastąpił błąd podczas przetwarzania Twojego żądania. Proszę spróbować ponownie później.",module,Magento_Analytics
"Time value has an unsupported format","Wartość czasu ma nieobsługiwany format",module,Magento_Analytics
"Cron settings can't be saved","Nie można zapisać ustawienia cron",module,Magento_Analytics
"There was an error save new configuration value.","Wystąpił błąd. Zapisz nową wartość konfiguracji.",module,Magento_Analytics
"Please select a vertical.","Proszę wybrać pionowo.",module,Magento_Analytics
" --Please Select--"," -- Prosimy wybrać --",module,Magento_Analytics
"Command was not found.","Nie znaleziono polecenia.",module,Magento_Analytics
"Input data must be string or convertible into string.","Dane wejściowe muszą być ciągiem lub być konwertowane na ciąg.",module,Magento_Analytics
"Input data must be non-empty string.","Dane wejściowe muszą być niepustym ciągiem.",module,Magento_Analytics
"Not valid cipher method.","Niepoprawna metoda szyfrowania.",module,Magento_Analytics
"Encryption key can't be empty.","Klucz szyfrowania nie może być pusty.",module,Magento_Analytics
"Source ""%1"" is not exist","Źródło ""%1"" nie istnieje",module,Magento_Analytics
"These arguments can't be empty ""%1""","Te argumenty nie mogą być puste ""%1""",module,Magento_Analytics
"Cannot find predefined integration user!","Nie można znaleźć zdefiniowanego użytkownika!",module,Magento_Analytics
"File is not ready yet.","Plik nie jest możliwy do odczytania.",module,Magento_Analytics
"Your Base URL has been changed and your reports are being updated. Advanced Reporting will be available once this change has been processed. Please try again later.","Twój podstawowy adres URL został zmieniony i raporty są aktualizowane. Zaawansowane raportowanie będzie dostępne po przetworzeniu tej zmiany. Proszę spróbować ponownie później.",module,Magento_Analytics
"Failed to synchronize data to the Magento Business Intelligence service. ","Nie można zsynchronizować dane z Magento Business Intelligence service.",module,Magento_Analytics
"<a href=""%1"">Retry Synchronization</a>","<a href=""%1"">Retry Synchronization</a>",module,Magento_Analytics
TestMessage,WiadomośćTestowa,module,Magento_Analytics
"Apps and Games","Aplikacje i gry",module,Magento_Analytics
"Athletic/Sporting Goods","Artykuły sportowe",module,Magento_Analytics
"Art and Design","Sztuka i projektowanie",module,Magento_Analytics
"Advanced Reporting","Zaawansowane raportowanie",module,Magento_Analytics
"Gain new insights and take command of your business' performance, using our dynamic product, order, and customer reports tailored to your customer data.","Zdobądź nowe informacje i przejmuj kontrolę nad wydajnością swojej firmy, za pomocą naszych dynamicznych produktów oraz raporty klientów dostosowane do danych klientów.",module,Magento_Analytics
"Go to Advanced Reporting","Zaawansowane raportowanie",module,Magento_Analytics
"We can't find the role for the user you wanted.","Nie możemy znaleźć roli dla użytkownika, którego wybrałeś.",module,Magento_Authorization
"Something went wrong while compiling a list of allowed resources. You can find out more in the exceptions log.","Coś poszło nie tak podczas kompilowania listy dozwolonych zasobów. Więcej informacji znajdziesz w dzienniku działań.",module,Magento_Authorization
"You created the order.","Złożono zamówienie.",module,Magento_Authorizenet
"Order saving error: %1","Błąd podczas zapisywania zamówienia: %1",module,Magento_Authorizenet
"Please choose a payment method.","Wybierz metodę płatności.",module,Magento_Authorizenet
"We can't process your order right now. Please try again later.","W tej chwili nie możemy zrealizować zamówienia. Spróbuj ponownie później.",module,Magento_Authorizenet
"An error occurred on the server. Please try to place the order again.","Wystąpił błąd z serwerem. Spróbuj ponownie złożyć zamówienie.",module,Magento_Authorizenet
"Credit Card: xxxx-%1","Karta kredytowa: xxxx-%1",module,Magento_Authorizenet
"amount %1","kwota %1",module,Magento_Authorizenet
failed.,nieudane.,module,Magento_Authorizenet
successful.,"zakończona pomyślnie.",module,Magento_Authorizenet
"Authorize.Net Transaction ID %1.","ID transakcji Authorize.Net %1.",module,Magento_Authorizenet
authorize,autoryzuj,module,Magento_Authorizenet
"authorize and capture","autoryzuj i przechwyć",module,Magento_Authorizenet
capture,przechwyć,module,Magento_Authorizenet
refund,zwróć,module,Magento_Authorizenet
void,unieważniony,module,Magento_Authorizenet
"Gateway error: %1","Błąd bramki: %1",module,Magento_Authorizenet
"Something went wrong in the payment gateway.","Wystąpił błąd w bramce płatności.",module,Magento_Authorizenet
"Invalid amount for capture.","Nieprawidłowa ilość do przechwycenia.",module,Magento_Authorizenet
"Payment capturing error.","Błąd przechwycenia płatności.",module,Magento_Authorizenet
"Invalid transaction ID.","Nieprawidłowy identyfikator transakcji.",module,Magento_Authorizenet
"Payment voiding error.","Błąd unieważnienia płatności.",module,Magento_Authorizenet
"Invalid amount for refund.","Nieprawidłowa kwota do refundacji.",module,Magento_Authorizenet
"Payment refunding error.","Błąd refundacji płatności.",module,Magento_Authorizenet
"The transaction was declined because the response hash validation failed.","Transakcja została odrzucona, ponieważ nie udało się zweryfikować odpowiedzi.",module,Magento_Authorizenet
"This payment didn't work out because we can't find this order.","Płatności nie działa, ponieważ nie możemy znaleźć tego zamówienia.",module,Magento_Authorizenet
"There was a payment authorization error.","Wystąpił błąd autoryzacji płatności.",module,Magento_Authorizenet
"Please enter a transaction ID to authorize this payment.","Proszę wprowadzić ID transakcji, aby autoryzować płatność.",module,Magento_Authorizenet
"Something went wrong: the paid amount doesn't match the order amount. Please correct this and try again.","Coś się zepsuło: wypłacona kwota nie pasuje do kwoty zamówienia. Popraw to i spróbuj ponownie.",module,Magento_Authorizenet
"Transaction %1 has been approved. Amount %2. Transaction status is ""%3""","Transakcja %1 została zatwierdzona. Kwota transakcji wynosi %2. Status transakcji to ""%3""",module,Magento_Authorizenet
"Transaction %1 has been voided/declined. Transaction status is ""%2"". Amount %3.","%1 transakcji zostało anulowana/unieważniona. Status transakcji jest ""%2"". Kwota %3.",module,Magento_Authorizenet
"Authorize Only","Tylko autoryzacja",module,Magento_Authorizenet
"Authorize and Capture","Autoryzuj i przechwyć",module,Magento_Authorizenet
"Unable to get transaction details. Try again later.","Nie udało się pobrać szczegółów transakcji. Spróbuj ponownie później.",module,Magento_Authorizenet
"Electronic payments save the trees.","Płatności elektroniczne ratują drzewa.",module,Magento_Authorizenet
"Credit Card Type","Rodzaj karty kredytowej",module,Magento_Authorizenet
"Please Select",Wybierz,module,Magento_Authorizenet
"Credit Card Number","Numer karty kredytowej",module,Magento_Authorizenet
"Expiration Date","Data ważności",module,Magento_Authorizenet
"Card Verification Number","Numer weryfikacyjny karty",module,Magento_Authorizenet
"Fraud Detection ","Wykrywanie nadużyć",module,Magento_Authorizenet
"FDS Filter Action","Akcja filtru FDS",module,Magento_Authorizenet
"AVS Response","Odpowiedź AVS",module,Magento_Authorizenet
"Card Code Response","Kod Karty Odpowiedzi",module,Magento_Authorizenet
"CAVV Response","Odpowiedź CAVV",module,Magento_Authorizenet
"Fraud Filters","Filtry nadużyć",module,Magento_Authorizenet
"Invalid Form Key. Please refresh the page.","Nieprawidłowy klucz formularza. Proszę odświeżyć stronę.",module,Magento_Backend
"You entered an invalid Secret Key. Please refresh the page.","Podałeś nieprawidłowy tajny klucz. Proszę odświeżyć stronę.",module,Magento_Backend
"Cache Storage Management","Zarządzanie przechowywaniem cache",module,Magento_Backend
"Flush Magento Cache","Wyczyść pamięć podręczną Magento",module,Magento_Backend
"The cache storage may contain additional data. Are you sure that you want to flush it?","W pamięci podręcznej mogą znajdować się dodatkowe dane. Czy na pewno chcesz wszystko wyczyścić?",module,Magento_Backend
"Flush Cache Storage","Wyczyść całą pamięć podręczną",module,Magento_Backend
Invalidated,Unieważniony,module,Magento_Backend
Orders,Zamówienia,module,Magento_Backend
Amounts,Ilości,module,Magento_Backend
Bestsellers,Bestsellery,module,Magento_Backend
"Most Viewed Products","Najczęściej oglądane",module,Magento_Backend
"New Customers","Nowi klienci",module,Magento_Backend
Customers,Klienci,module,Magento_Backend
Customer,Klient,module,Magento_Backend
Guest,Gość,module,Magento_Backend
Items,Pozycje,module,Magento_Backend
Total,Razem,module,Magento_Backend
"Lifetime Sales","Całkowita wartość sprzedaży",module,Magento_Backend
"Average Order","Średnia wartość zamówienia",module,Magento_Backend
Average,Średnia,module,Magento_Backend
Product,Produkt,module,Magento_Backend
Price,Cena,module,Magento_Backend
Quantity,Ilość,module,Magento_Backend
Views,Widoki,module,Magento_Backend
Revenue,Dochód,module,Magento_Backend
Tax,Podatek,module,Magento_Backend
Shipping,Dostawa,module,Magento_Backend
"Images (.gif, .jpg, .png)","Obrazki (.gif, .jpg, .png)",module,Magento_Backend
"Media (.avi, .flv, .swf)","Media (.avi, .flv, .swf)",module,Magento_Backend
"All Files","Wszystkie pliki",module,Magento_Backend
"Reset to Default","Przywróć domyślne",module,Magento_Backend
"All Store Views","Wszystkie widoki sklepów",module,Magento_Backend
"What is this?","Co to jest?",module,Magento_Backend
"Save Account","Zapisz konto",module,Magento_Backend
"My Account","Moje konto",module,Magento_Backend
"Account Information","Dane konta",module,Magento_Backend
"User Name","Nazwa użytkownika",module,Magento_Backend
"First Name",Imię,module,Magento_Backend
"Last Name",Nazwisko,module,Magento_Backend
Email,E-mail,module,Magento_Backend
"User Email","E-mail użytkownika",module,Magento_Backend
"New Password","Nowe hasło",module,Magento_Backend
"Password Confirmation","Potwierdzenie hasła",module,Magento_Backend
"Interface Locale","Język interfejsu",module,Magento_Backend
"Current User Identity Verification","Weryfikacja tożsamości użytkownika",module,Magento_Backend
"Your Password","Twoje hasło",module,Magento_Backend
"Save Cache Settings","Zapisz ustawienia cache",module,Magento_Backend
"Catalog Rewrites","Przekierowania katalogu",module,Magento_Backend
Refresh,Odśwież,module,Magento_Backend
"Images Cache","Cache obrazków",module,Magento_Backend
Clear,Wyczyść,module,Magento_Backend
"Search Index","Indeks wyszukiwania",module,Magento_Backend
Rebuild,Przebuduj,module,Magento_Backend
"Inventory Stock Status","Status stanu magazynowego",module,Magento_Backend
"Rebuild Catalog Index","Przebuduj indeks katalogu",module,Magento_Backend
"Rebuild Flat Catalog Category","Przebuduj płaski katalog kategorii",module,Magento_Backend
"Rebuild Flat Catalog Product","Przebuduj płaski katalog produktów",module,Magento_Backend
"Cache Control","Kontrola cache",module,Magento_Backend
"All Cache","Cała pamięć cache",module,Magento_Backend
"No change","Bez zmian",module,Magento_Backend
Disable,Wyłącz,module,Magento_Backend
Enable,Włącz,module,Magento_Backend
"Add Design Change","Dodaj zmianę wyglądu",module,Magento_Backend
Back,Cofnij,module,Magento_Backend
Delete,Usuń,module,Magento_Backend
"Are you sure?","Czy na pewno tego chcesz?",module,Magento_Backend
Save,Zapisz,module,Magento_Backend
"Edit Design Change","Edycja zmiany wyglądu",module,Magento_Backend
"New Store Design Change","Nowa zmiana wyglądu sklepu",module,Magento_Backend
"General Settings","Ustawienia ogólne",module,Magento_Backend
Store,Sklep,module,Magento_Backend
" -- Please Select --"," --Wybierz--",module,Magento_Backend
"Custom Design","Indywidualny wygląd",module,Magento_Backend
"Date From","Data od",module,Magento_Backend
"Date To","Data do",module,Magento_Backend
"Design Change","Zmiana wyglądu",module,Magento_Backend
General,Ogólne,module,Magento_Backend
Cancel,Anuluj,module,Magento_Backend
"Delete %1 '%2'","Usuń %1 ""%2""",module,Magento_Backend
"Delete %1","Usuń %1",module,Magento_Backend
"Block Information","Informacje o bloku",module,Magento_Backend
"Backup Options","Opcje kopii zapasowej",module,Magento_Backend
"Create DB Backup","Utwórz kopię bazy danych",module,Magento_Backend
Yes,Tak,module,Magento_Backend
No,Nie,module,Magento_Backend
"Delete Store","Usuń sklep",module,Magento_Backend
"Delete Web Site","Usuń witrynę",module,Magento_Backend
"Save Web Site","Zapisz witrynę",module,Magento_Backend
"Save Store","Zapisz sklep",module,Magento_Backend
"Save Store View","Zapisz widok sklepu",module,Magento_Backend
"Delete Store View","Usuń widok sklepu",module,Magento_Backend
"Edit Web Site","Edytuj witrynę",module,Magento_Backend
"New Web Site","Nowa witryna",module,Magento_Backend
"Edit Store","Edytuj sklep",module,Magento_Backend
"New Store","Nowy sklep",module,Magento_Backend
"Edit Store View","Edycja widoku sklepu",module,Magento_Backend
"New Store View","Nowy widok sklepu",module,Magento_Backend
"Store Information","Informacje o sklepie",module,Magento_Backend
"Web Site",Witryna,module,Magento_Backend
Name,Nazwa,module,Magento_Backend
Code,Kod,module,Magento_Backend
"Root Category","Kategoria bazowa",module,Magento_Backend
"Default Store View","Domyślny widok sklepu",module,Magento_Backend
"Store View Information","Informacje o widoku sklepu",module,Magento_Backend
Status,Stan,module,Magento_Backend
Disabled,Wyłączone,module,Magento_Backend
Enabled,Włączone,module,Magento_Backend
"Sort Order","Kolejność sortowania",module,Magento_Backend
"Web Site Information","Informacje o witrynie",module,Magento_Backend
"Default Store","Domyślny sklep",module,Magento_Backend
"Set as Default","Ustaw jako domyślne",module,Magento_Backend
Stores,Sklepy,module,Magento_Backend
"Create Website","Utwórz witrynę",module,Magento_Backend
"Create Store","Utwórz sklep",module,Magento_Backend
"Create Store View","Utwórz widok sklepu",module,Magento_Backend
Home,"Strona główna",module,Magento_Backend
Reset,Resetuj,module,Magento_Backend
"Are you sure you want to do this?","Czy na pewno chcesz to zrobić?",module,Magento_Backend
"Add New Image","Dodaj nowy obraz",module,Magento_Backend
